Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels,recommendation
107,The Witcher 3: Wild Hunt,2015,CDProjektRedStudio,Action RPG;Role-Playing;Action RPG,PC,No Online Multiplayer,9.01,"amazing,beautiful,huge,new,perfect","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Dying Light: The Following,System Shock 2"
108,Burnout 3: Takedown,2004,CriterionGames,Driving;Racing;Arcade,PlayStation2,1-16 ,9.13,"fun,new,fast,perfect,amazing","Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
109,Super Smash Bros. Brawl,2008,GameArts,Action;Fighting;Fighting;3D;2D;3D,Wii,Up to 4 ,8.57,"new,super,nintendo,online,single","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
110,Company of Heroes,2006,Relic,Strategy;Real-Time;Historic;General;Historic,PC,8  Online,8.72,"realistic,old,single,new,amazing","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter"
111,Gran Turismo 2,1999,PolyphonyDigital,Driving;Racing;GT / Street,PlayStation,1-2 ,8.64,"fun,new,arcade,au,y","Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
112,Tom Clancy's Splinter Cell Pandora Tomorrow,2004,UbisoftShanghai,Action Adventure;Modern,Xbox,1-4 ,8.79,"single,linear,new,live,awesome","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
113,Grand Theft Auto: Chinatown Wars,2009,RockstarLeeds,Action Adventure;Modern;Modern;Open-World,DS,not specified,8.35,"gta,chinatown,grand,new,u","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
114,Pac-Man Championship Edition DX,2010,NamcoBandaiGames,Adventure;General;Action;General;General;Arcade,Xbox360,not specified,8.81,"pac-man,new,original,old,classic","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
115,Street Fighter Alpha 3,1999,Capcom,Action;Fighting;2D,PlayStation,1-2 ,9.13,"favorite,nostalgic,flawless,exquisite,bright","NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,Dynasty Warriors 3"
116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,1-4 ,8.17,"new,tony,pro,awesome,fantastic","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
117,Divinity: Original Sin II,2017,LarianStudios,Action RPG;Role-Playing;Western-Style,PC,Online Multiplayer,8.93,"original,larian,hard,new,old","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
118,Unreal Tournament 2004,2004,EpicGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1-32 ,9.61,"unreal,awesome,amazing,single,new","EyeToy: Play,Myth II: Soulblighter,System Shock 2,Dying Light: The Following,Pyre"
119,BioShock Infinite,2013,IrrationalGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,No Online Multiplayer,8.24,"original,amazing,beautiful,new,interesting","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Hyper Light Drifter"
120,Braid,2008,NumberNoneInc.,Action;Platformer;Platformer;2D;2D,Xbox360,1 Player,8.54,"beautiful,unique,simple,hard,new","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth II: Soulblighter,Pyre"
121,God of War II,2007,SCESantaMonica,Action Adventure;Fantasy,PlayStation2,1 Player,8.78,"original,new,amazing,hard,awesome","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
122,Super Mario 3D World,2013,Nintendo,Platformer;3D;Action;Platformer;3D,WiiU,No Online Multiplayer,9.03,"new,super,easy,amazing,fun","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
123,Starcraft II: Wings of Liberty,2010,BlizzardEntertainment,Strategy;Real-Time;Sci-Fi;Command,PC,Up to 4 ,7.68,"new,original,single,old,big","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
124,SSX,2000,EASportsBig,Sports;Alternative;Snowboarding,PlayStation2,1-2 ,6.57,"ssx,new,tricky,big,long","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
125,Street Fighter IV,2009,Capcom,Action;Fighting;Fighting;3D;2D;3D,Xbox360,2  Online,7.16,"new,hard,old,easy,super","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
126,Minecraft,2009,MojangAB,Action Adventure;Adventure;3D;Sandbox;First-Person;Fantasy;Fantasy,PC,Up to 10 ,7.57,"new,creative,fun,simple,boring","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
127,Persona 5,2017,Atlus,Role-Playing;Japanese-Style,PlayStation4,No Online Multiplayer,9.29,"persona,new,long,amazing,social","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
128,Persona 4 Golden,2012,Atlus,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PlayStationVita,Up to 40 ,9.52,"golden,new,persona,social,amazing","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
129,SSX 3,2003,EACanada,Sports;Alternative;Snowboarding,PlayStation2,1-2 ,9.57,"huge,ssx,awesome,fantastic,big","Dying Light: The Following,Myth II: Soulblighter,System Shock: Enhanced Edition,EyeToy: Kinetic,Twisted Metal: Black"
130,Tom Clancy's Splinter Cell,2002,UbisoftMontreal,Action Adventure;Modern,Xbox,1 Player,8.34,"linear,awesome,solid,original,realistic","Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Syphon Filter: Dark Mirror,System Shock: Enhanced Edition,Syberia II"
131,Grand Theft Auto III,2002,"DMADesign,RockstarNorth",Action Adventure;Modern;Modern;Open-World,PC,No Online Multiplayer,8.36,"grand,gta,san,u,awesome","Syphon Filter: Dark Mirror,Myth II: Soulblighter,System Shock 2,Dying Light: The Following,System Shock: Enhanced Edition"
132,Quake III Arena,2000,Raster,Action;Shooter;First-Person;Sci-Fi,Dreamcast,not specified,6.5,"single,cool,u,dumb,difficult","Syphon Filter: Dark Mirror,Hyper Light Drifter,Myst III: Exile,Myst V: End of Ages,System Shock 2"
133,Homeworld,1999,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,1-8 ,9.59,"single,amazing,hard,tactical,old","Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock: Enhanced Edition"
134,Okami,2006,CloverStudio,Action Adventure;Fantasy,PlayStation2,1 Player,9.1,"beautiful,japanese,amazing,easy,perfect","Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth: The Fallen Lords"
135,The Elder Scrolls IV: Oblivion,2007,4JStudios,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,No Online Multiplayer,8.11,"huge,new,big,amazing,beautiful","Dying Light: The Following,System Shock 2,Myth II: Soulblighter,Pyre,Syberia"
136,Fallout 3,2008,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,Xbox360,No Online Multiplayer,8.04,"new,huge,interesting,big,amazing","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
137,Gears of War 2,2008,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,1-2 ,7.05,"new,big,original,single,awesome","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
138,SoulCalibur II,2003,Namco,Action;Fighting;3D,GameCube,1-2 ,9.04,"new,awesome,fantastic,excellent,original","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
139,World Soccer Winning Eleven 6 International,2003,KCET,Sports;Traditional;Soccer;Sim,PlayStation2,1-8 ,9.86,"addictive,realistic,deep,crazy,superb","EyeToy: Kinetic,TxK,Swing Away Golf,Everybody's Golf,Guitar Hero"
140,NFL 2K3,2002,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,1-2 ,7.67,"sega,nfl,madden,mega,live","EyeToy: Kinetic,Swing Away Golf,EverQuest II: Echoes of Faydwer,Everybody's Golf,Lunar 2: Eternal Blue Complete"
141,Mass Effect 3,2012,BioWare,Role-Playing;Action RPG;Action RPG,Xbox360,Up to 4 ,5.23,"new,big,final,entire,amazing","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
142,Metal Gear Solid V: The Phantom Pain,2015,"KojimaProductions,MobyDickStudio",Modern;Action Adventure;Modern;Open-World,PlayStation4,Up to 16 ,8.02,"solid,big,gear,new,perfect","Syphon Filter: Dark Mirror,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2"
143,Skies of Arcadia,2000,Overworks,Role-Playing;Console-style RPG,Dreamcast,not specified,9.85,"ship,amazing,rpg,memorable,favorite","System Shock 2,Dynasty Tactics,Pyre,Hyper Light Drifter,Tyranny"
144,The Legend of Zelda: Skyward Sword,2011,Nintendo,Action Adventure;Fantasy;General;Fantasy;Open-World,Wii,No Online Multiplayer,8.66,"new,zelda,amazing,wii,perfect","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
145,Mario Kart Super Circuit,2001,IntelligentSystems,Driving;Racing;Kart,GameBoyAdvance,1-4 ,7.25,"super,mario,original,fun,flat","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
146,Rock Band 3,2010,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,not specified,8.47,"pro,new,old,easy,available","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
147,Viewtiful Joe,2003,CloverStudio,Action;Beat-'Em-Up,GameCube,1 Player,8.36,"viewtiful,innovative,original,creative,fun","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
148,Test Drive Le Mans,2000,MelbourneHouse,Driving;Racing;GT / Street,Dreamcast,not specified,10.0,absolut,"Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
149,NBA 2K1,2000,VisualConcepts,Sports;Traditional;Basketball;Sim,Dreamcast,not specified,,,"Myst V: End of Ages,Dynasty Tactics,Dynasty Warriors 3,Dynasty Warriors 4,Dynasty Tactics 2"
150,Castlevania: Symphony of the Night,1997,Konami,Action;Platformer;2D,PlayStation,1 Player,9.46,"new,old,huge,super,amazing","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
151,Star Wars: Knights of the Old Republic,2003,BioWare,Role-Playing;Third-Person;Third-Person;General,PC,No Online Multiplayer,8.97,"old,amazing,dark,favorite,light","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Syphon Filter: Logan's Shadow,Hyper Light Drifter"
152,Virtua Fighter 4: Evolution,2003,Sega,Action;Fighting;3D,PlayStation2,1-2 ,9.58,"new,tekken,virtua,awesome,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
153,Uncharted 4: A Thief's End,2016,NaughtyDog,General;Modern;Action Adventure;Linear,PlayStation4,Up to 10 ,9.13,"uncharted,naughty,amazing,new,nathan","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
154,Braid,2009,"HotheadGames,NumberNoneInc.",Action;Platformer;Platformer;2D;2D,PlayStation3,1 Player,8.54,"beautiful,unique,simple,hard,new","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth II: Soulblighter,Pyre"
155,Mass Effect 3,2012,BioWare,Role-Playing;Action RPG;Action RPG,PlayStation3,Up to 4 ,5.23,"new,big,final,entire,amazing","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
156,Paper Mario,2001,IntelligentSystems,Role-Playing;Console-style RPG,Nintendo64,not specified,9.38,"unique,simple,super,nintendo,classic","Myth II: Soulblighter,Pyre,Myth: The Fallen Lords,Syphon Filter,Dyad"
157,Wipeout XL,1996,Psygnosis,Driving;Racing;Futuristic,PlayStation,1-2 ,9.0,"favorite,top,amazing,electronic,licensed","Dyad,Extreme-G,Excitebike 64,Excitebots: Trick Racing,Twisted Metal: Black"
158,Grand Theft Auto: San Andreas,2005,RockstarNorth,Action Adventure;Modern,Xbox,1-2 ,8.8,"san,gta,big,grand,new","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
159,INSIDE,2016,PLAYDEAD,Action;Platformer;2D,XboxOne,not specified,8.57,"beautiful,unique,simple,easy,long","Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth II: Soulblighter"
160,World of Warcraft,2004,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,6.64,"new,old,big,long,easy","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
161,Grand Theft Auto: San Andreas,2005,RockstarNorth,Action Adventure;Modern;Modern;Open-World,PC,No Online Multiplayer,8.8,"san,gta,big,grand,new","Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2,Pyre"
162,Flipnote Studio,2009,Nintendo,Miscellaneous;General;Application,DS,not specified,8.85,"free,popular,impressive,sound,flip","Azure Striker Gunvolt: Striker Pack,Syberia II,Myth: The Fallen Lords,Myth II: Soulblighter,System Shock: Enhanced Edition"
163,World Soccer Winning Eleven 7 International,2004,KCET,Sports;Traditional;Soccer;Sim,PlayStation2,1-8 ,8.84,"awesome,instant,fifa,new,realistic","Myth II: Soulblighter,System Shock 2,Dying Light: The Following,Pyre,Syberia"
164,NBA 2K2,2001,VisualConcepts,Sports;Traditional;Basketball;Sim,Dreamcast,not specified,8.82,"nba,deep,disappointing,incomplete,realistic","EyeToy: Kinetic,Swing Away Golf,Everybody's Golf,Out of the Park Baseball 15,Guacamelee!"
165,SoulCalibur II,2003,Namco,Action;Fighting;3D,PlayStation2,1-2 ,9.04,"new,awesome,fantastic,excellent,original","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
166,The Elder Scrolls V: Skyrim,2011,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,No Online Multiplayer,7.15,"skyrim,new,huge,amazing,big","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
167,Prince of Persia: The Sands of Time,2003,Ubisoft,Action Adventure;Fantasy,Xbox,1 Player,8.37,"amazing,fun,awesome,easy,new","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Myth II: Soulblighter,Hyper Light Drifter,Myst III: Exile"
168,Call of Duty 4: Modern Warfare,2007,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,Up to 18 ,8.56,"single,modern,new,online,amazing","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
169,Divinity: Original Sin II - Definitive Edition,2018,LarianStudios,Role-Playing;Western-Style,PlayStation4,Online Multiplayer,9.19,"original,deep,“,physical,ps4","Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Pyre"
170,God of War III,2010,SCESantaMonica,Action Adventure;Fantasy;Fantasy;Linear,PlayStation3,No Online Multiplayer,9.14,"amazing,new,epic,beautiful,awesome","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
171,NFL 2K3,2002,VisualConcepts,Sports;Traditional;Football;Sim,GameCube,1-4 ,7.67,"sega,nfl,madden,mega,live","EyeToy: Kinetic,Swing Away Golf,EverQuest II: Echoes of Faydwer,Everybody's Golf,Lunar 2: Eternal Blue Complete"
172,SSX Tricky,2001,EACanada,Sports;Alternative;Snowboarding,PlayStation2,1-2 ,9.27,"ssx,tricky,excellent,fun,awesome","Myth: The Fallen Lords,Myth II: Soulblighter,EyeToy: Kinetic,Swords & Soldiers,Twisted Metal: Black"
173,NHL 2002,2001,EASports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,1-8 ,8.45,"nhl,net,hockey,incomplete,sux","EyeToy: Kinetic,Swing Away Golf,Everybody's Golf,Out of the Park Baseball 17,Out of the Park Baseball 15"
174,Guitar Hero II,2007,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,1-2 ,8.91,"new,easy,hard,original,big","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
175,Prince of Persia: The Sands of Time,2003,Ubisoft,Action Adventure;Fantasy,PlayStation2,1 Player,8.37,"amazing,fun,awesome,easy,new","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Myth II: Soulblighter,Hyper Light Drifter,Myst III: Exile"
176,Uncharted 3: Drake's Deception,2011,NaughtyDog,Action Adventure;Modern;Modern;Linear,PlayStation3,Up to 10 ,8.8,"uncharted,naughty,amazing,new,perfect","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
177,Rock Band,2007,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,4  Online,8.13,"fun,amazing,new,old,awesome","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
178,Journey,2015,TrickyPixels,Action;Platformer;3D,PlayStation4,2 ,8.33,"beautiful,unique,simple,emotional,amazing","Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth II: Soulblighter,Pyre"
179,Bloodborne,2015,FromSoftware,Fantasy;Role-Playing;Action Adventure;General;Action RPG,PlayStation4,Up to 5 ,8.75,"souls,dark,hard,new,difficult","Syphon Filter: Logan's Shadow,Hyper Light Drifter,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Dyad"
180,Eternal Darkness: Sanity's Requiem,2002,SiliconKnights,Action Adventure;Horror,GameCube,1 Player,8.66,"eternal,scary,old,cool,original","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits"
181,Warcraft III: Reign of Chaos,2002,BlizzardEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,not specified,8.99,"single,new,amazing,excellent,old","System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
182,SSX 3,2003,EACanada,Sports;Alternative;Snowboarding,GameCube,1-2 ,9.57,"huge,ssx,awesome,fantastic,big","Dying Light: The Following,Myth II: Soulblighter,System Shock: Enhanced Edition,EyeToy: Kinetic,Twisted Metal: Black"
183,The Sims,2000,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,1 Player,7.3,"fun,boring,sims,cool,new","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Dyad,System Shock 2,Myth II: Soulblighter"
184,Banjo-Kazooie,1998,RareLtd.,Action;Platformer;3D,Nintendo64,1 Player,9.27,"amazing,n64,rare,super,banjo-kazooie","Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dynasty Warriors 3"
185,Sid Meier's Gettysburg!,1997,FiraxisGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,1-8 ,7.67,"civil,8-bit,old,bull","Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Myth II: Soulblighter,Dynasty Tactics"
186,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Wii,4  Online,8.42,"new,original,huge,single,amazing","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
187,Forza Motorsport,2005,MicrosoftGameStudios,Driving;Racing;GT / Street,Xbox,8  Online,8.39,"realistic,forza,microsoft,top,online","Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
188,Celeste,2018,MattMakesGamesInc.,Action;Platformer;2D,Switch,No Online Multiplayer,8.64,"hard,difficult,super,beautiful,easy","Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
