Title,recommendation
BlazBlue: Chrono Phantasma Extend,"Pyre,Tyranny,Myth II: Soulblighter,NyxQuest: Kindred Spirits,Syphon Filter"
SWAT 4,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Syphon Filter: Logan's Shadow"
Clive Barker's Undying,"System Shock 2,EyeToy: Play,Syphon Filter: Logan's Shadow,Dyad,Syphon Filter"
Rollcage Stage II,"Hyper Light Drifter,Dyad,Extreme-G,Excitebike 64,Excitebots: Trick Racing"
EverQuest,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,System Shock 2,Myth II: Soulblighter"
F-Zero X,"Myth II: Soulblighter,Dyad,Extreme-G,Excitebike 64,Excitebots: Trick Racing"
Trials Evolution: Origin of Pain,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Bravely Default,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Far Cry Instincts,"Myth: The Fallen Lords,Myst III: Exile,Myst V: End of Ages,Syphon Filter,Syphon Filter: Dark Mirror"
"Warhammer 40,000: Dawn of War II","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Paradigm,"Syberia,Myst III: Exile,Syberia II,Myst V: End of Ages,Oxenfree"
Tekken Tag Tournament,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Onimusha 3: Demon Siege,"Myth: The Fallen Lords,Myth II: Soulblighter,Rygar: The Legendary Adventure,Myst III: Exile,Syberia"
Red Faction: Guerrilla,"Myth: The Fallen Lords,Syphon Filter: Logan's Shadow,Dyad,Syphon Filter,Syphon Filter: Dark Mirror"
Final Fantasy X-2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Guacamelee! 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Battlerite,"Azure Striker Gunvolt: Striker Pack,Syberia II,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Command & Conquer 3: Tiberium Wars,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Madden NFL 10,"Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,EyeToy: Kinetic,Oxenfree"
Assassin's Creed III,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Astro Boy: Omega Factor,"Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dynasty Warriors 3"
Life is Strange,"Rygar: The Legendary Adventure,Pyre,Tyranny,System Shock 2,Dying Light: The Following"
Nioh: Bloodshed's End,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Out of the Park Baseball 13,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
World Series Baseball,"Azure Striker Gunvolt: Striker Pack,Syberia,EyeToy: Play,Myth: The Fallen Lords,Hyper Light Drifter"
Wizardry 8,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Myst III: Exile"
Aliens Versus Predator 2,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
Operation Flashpoint: Cold War Crisis,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,Hyper Light Drifter"
Rumble Racing,"Myth: The Fallen Lords,Syphon Filter: Logan's Shadow,Dyad,Excitebots: Trick Racing,Excitebike 64"
Metal Slug X,"Myth II: Soulblighter,Syphon Filter,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter"
Tropico,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Giants: Citizen Kabuto,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Pyre,System Shock: Enhanced Edition,Syberia II"
MotoGP 3: Ultimate Racing Technology,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Dyad"
Dead or Alive 4,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
NASCAR SimRacing,"Dyad,Excitebots: Trick Racing,Excitebike 64,Extreme-G,Twisted Metal: Black"
Pure,"Myth II: Soulblighter,Hyper Light Drifter,Syberia,Myth: The Fallen Lords,Syphon Filter: Dark Mirror"
LocoRoco 2,"NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,Dynasty Warriors 3"
The Lord of the Rings Online: Mines of Moria,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
SoulCalibur IV,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Kingdom Hearts,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
The Binding of Isaac: Afterbirth,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Amnesia: The Dark Descent,"System Shock 2,Syphon Filter: Logan's Shadow,Hyper Light Drifter,Dying Light: The Following,System Shock: Enhanced Edition"
Project Gotham Racing,"Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
Fable,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Pyre"
Forza Horizon,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,System Shock 2,Myth II: Soulblighter"
Chaos Reborn,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth II: Soulblighter"
Assassin's Creed Origins,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
GTR: FIA GT Racing Game,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Shadow Hearts: Covenant,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Pyre,System Shock 2,Dying Light: The Following"
Rogue Legacy,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Syphon Filter: Logan's Shadow,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Dyad,Syphon Filter,Syphon Filter: Dark Mirror"
Football Manager 2011,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Dust: An Elysian Tail,"Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myth: The Fallen Lords"
NBA Live 2005,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
South Park: The Stick of Truth,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Yakuza Kiwami 2,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Fire Emblem: The Sacred Stones,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Dark Souls: Prepare to Die Edition,"Syphon Filter: Logan's Shadow,Hyper Light Drifter,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Dyad"
The Binding of Isaac: Afterbirth +,"Syphon Filter: Dark Mirror,Myth: The Fallen Lords,Hyper Light Drifter,Dyad,System Shock 2"
Shadow Tactics: Blades of the Shogun,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
Super Smash Bros. for Nintendo 3DS,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Medieval II: Total War Kingdoms,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Call of Duty: World at War,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
DJMax Respect,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
SUPERHOT VR,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Resogun: Defenders,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
The Legend of Zelda: Four Swords Anniversary Edition,"Azure Striker Gunvolt: Striker Pack,Syberia II,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Maboshi's Arcade,"Azure Striker Gunvolt: Striker Pack,Myst III: Exile,Myth: The Fallen Lords,Syphon Filter,Dyad"
Peggle Deluxe,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Myth II: Soulblighter,MySims Agents,Syphon Filter"
WWE SmackDown! Here Comes the Pain,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Hot Shots Golf 3,"Rygar: The Legendary Adventure,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Syphon Filter,Dyad"
Monopoly Tycoon,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Myth II: Soulblighter"
FIFA 2001 Major League Soccer,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords"
Indigo Prophecy,"Pyre,Tyranny,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow"
Prince of Persia: The Two Thrones,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Sam & Max Episode 204: Chariots of the Dogs,"Syphon Filter,Myst III: Exile,Syberia,Syberia II,Myst V: End of Ages"
Marvel vs. Capcom 3: Fate of Two Worlds,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Assetto Corsa,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dyad,Myth: The Fallen Lords,Myth II: Soulblighter"
Ys VIII: Lacrimosa of DANA,"Pyre,Tyranny,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Hyper Light Drifter"
Machinarium,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,Myst III: Exile,Syphon Filter"
Frozen Synapse,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Syphon Filter"
Champions of Norrath,"Syphon Filter: Logan's Shadow,Hyper Light Drifter,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
Freelancer,"Pyre,Tyranny,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits"
Zenzizenzic,"Hyper Light Drifter,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits"
NBA Jam: On Fire Edition,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Galactic Civilizations III: Crusade,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Final Fantasy IV Advance,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
Final Fantasy XV: Windows Edition,"Azure Striker Gunvolt: Striker Pack,Syberia II,Syberia,Hyper Light Drifter,Pyre"
Super Stardust HD,"Syberia,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Sine Mora,"Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,EyeToy: Play,Hyper Light Drifter"
Super Paper Mario,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Mega Man Legacy Collection,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Star Wars: Rogue Squadron,"EyeToy: Play,Rygar: The Legendary Adventure,System Shock 2,Axiom Verge,Sword of the Stars: Born of Blood"
"Warhammer 40,000: Dawn of War II - Chaos Rising","Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Far Cry 2,"Dyad,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,System Shock 2"
Professor Layton and the Curious Village,"Azure Striker Gunvolt: Striker Pack,Myst III: Exile,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter"
AudioSurf,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter,Dyad,NyxQuest: Kindred Spirits"
Super Mario 64 DS,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Dead Rising,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,System Shock 2"
MLB The Show 17,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
BattleBlock Theater,"Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Star Wars: Knights of the Old Republic II - The Sith Lords,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Syphon Filter: Logan's Shadow"
Mario Kart 7,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Halo: The Master Chief Collection,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Batman: The Enemy Within - Episode 5: Same Stitch,"Myst III: Exile,Syberia,Syberia II,Myst V: End of Ages,Oxenfree"
Phantasy Star Online Episode I & II,"Myth II: Soulblighter,Myth: The Fallen Lords,Hyper Light Drifter,Pyre,Tyranny"
Assault Android Cactus,"Myth II: Soulblighter,Pyre,Tyranny,Myth: The Fallen Lords,Syphon Filter"
Persona 4 Arena Ultimax,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Darksiders II,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Fire Emblem: Path of Radiance,"Azure Striker Gunvolt: Striker Pack,Dying Light: The Following,System Shock 2,Myth II: Soulblighter,Pyre"
Final Fantasy XI,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Full Metal Furies,"Myth II: Soulblighter,Pyre,NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror"
Super Mega Baseball,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
DDRMAX: Dance Dance Revolution,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
NASCAR Thunder 2002,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,EyeToy: Play,Dyad,Excitebike 64"
F355 Challenge,"Dyad,Excitebike 64,Extreme-G,Excitebots: Trick Racing,Twisted Metal: Black"
The Elder Scrolls III: Bloodmoon,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Boom Blox,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,NyxQuest: Kindred Spirits,MySims Agents"
Madden NFL 08,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Shantae: Half-Genie Hero - Ultimate Edition,"Azure Striker Gunvolt: Striker Pack,EyeToy: Play,System Shock: Enhanced Edition,Syberia II,Tyranny"
Castlevania: Lords of Shadow,"Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,System Shock 2,Myth II: Soulblighter"
Pokemon Diamond Version,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Virtua Fighter 5,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Thief: Deadly Shadows,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,"Azure Striker Gunvolt: Striker Pack,Pyre,Tyranny,System Shock 2,Myth II: Soulblighter"
The Wolf Among Us: Episode 5 - Cry Wolf,"Azure Striker Gunvolt: Striker Pack,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Pyre"
Football Manager 2014,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
System Shock: Enhanced Edition,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,NyxQuest: Kindred Spirits,Myth II: Soulblighter,Dying Light: The Following"
Metal Gear Solid: The Twin Snakes,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
EverQuest: Gates of Discord,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
The Lord of the Rings: The Return of the King,"Syberia,Myth II: Soulblighter,NyxQuest: Kindred Spirits,Syphon Filter,Syphon Filter: Dark Mirror"
NASCAR Thunder 2003,"Myth II: Soulblighter,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,Dyad,Extreme-G"
Fight Night 2004,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Wipeout: Omega Collection,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Mortal Kombat XL,"Azure Striker Gunvolt: Striker Pack,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
Lego Star Wars II: The Original Trilogy,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock: Enhanced Edition,Syberia II,Tyranny"
Sid Meier's Civilization V: Brave New World,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
The Warriors,"Azure Striker Gunvolt: Striker Pack,Syberia,System Shock: Enhanced Edition,Syberia II,Tyranny"
Geometry Wars 3: Dimensions,"Syberia,System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre"
MLB The Show 16,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Final Fantasy IV,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,Myth: The Fallen Lords"
Darkest Dungeon,"Azure Striker Gunvolt: Striker Pack,Syphon Filter: Logan's Shadow,Hyper Light Drifter,System Shock 2,Myth II: Soulblighter"
Mutant Mudds Collection,"Azure Striker Gunvolt: Striker Pack,Syphon Filter,Syphon Filter: Dark Mirror,Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits"
NeuroVoider,"Myth II: Soulblighter,System Shock 2,Dying Light: The Following,Pyre,Syberia"
The Last Door: Season 2,"Myst III: Exile,Syberia,Syberia II,Myst V: End of Ages,Extreme-G"
Brothers in Arms: Earned in Blood,"Azure Striker Gunvolt: Striker Pack,System Shock: Enhanced Edition,Syberia II,Tyranny,System Shock 2"
Far Cry 4,"System Shock 2,Myth II: Soulblighter,Dying Light: The Following,Pyre,Syberia"
Tetris,"Azure Striker Gunvolt: Striker Pack,MySims Agents,EyeToy: Play,EyeToy: Play 2,Switchball"
Trine 2,"Azure Striker Gunvolt: Striker Pack,Hyper Light Drifter,NyxQuest: Kindred Spirits,Syberia,System Shock: Enhanced Edition"
Need for Speed Underground,"Syphon Filter: Dark Mirror,Myth II: Soulblighter,Myth: The Fallen Lords,Hyper Light Drifter,Dyad"
Serious Sam: The Second Encounter,"Azure Striker Gunvolt: Striker Pack,Syberia,Syphon Filter: Logan's Shadow,Dyad,Syphon Filter"
The Sims: Hot Date,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,System Shock 2,Myth II: Soulblighter,Dying Light: The Following"
American McGee's Alice,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Pyre"
Turok: Dinosaur Hunter,"Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad,Myth II: Soulblighter"
Castlevania: Order of Ecclesia,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
Batman: Arkham City - Armored Edition,"Syphon Filter: Dark Mirror,Myth II: Soulblighter,Dying Light: The Following,System Shock: Enhanced Edition,Myth: The Fallen Lords"
Chime Sharp,"Myst III: Exile,MySims Agents,Myth: The Fallen Lords,Myth II: Soulblighter,System Shock: Enhanced Edition"
Trials Evolution: Gold Edition,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Syphon Filter: Dark Mirror,Hyper Light Drifter,Dyad"
Prince of Persia,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,System Shock 2"
Moss,"Syphon Filter: Logan's Shadow,NyxQuest: Kindred Spirits,System Shock 2,Dying Light: The Following,System Shock: Enhanced Edition"
Sid Meier's Civilization Revolution,"Azure Striker Gunvolt: Striker Pack,Myth: The Fallen Lords,Hyper Light Drifter,Myst III: Exile,Syphon Filter: Dark Mirror"
